Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1162,21/04/20,5:00 PM,Bihar,-,-,42,2,114
1163,21/04/20,5:00 PM,Chandigarh,-,-,13,0,26
1164,21/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36
1165,21/04/20,5:00 PM,Delhi,-,-,431,47,2081
1166,21/04/20,5:00 PM,Goa,-,-,7,0,7
1167,21/04/20,5:00 PM,Gujarat,-,-,131,77,2066
1168,21/04/20,5:00 PM,Haryana,-,-,127,3,254
1169,21/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1170,21/04/20,5:00 PM,Jammu and Kashmir,-,-,71,5,368
1171,21/04/20,5:00 PM,Jharkhand,-,-,0,2,46
1172,21/04/20,5:00 PM,Karnataka,-,-,114,17,415
1173,21/04/20,5:00 PM,Kerala,-,-,291,3,408
1174,21/04/20,5:00 PM,Ladakh,-,-,14,0,18
1175,21/04/20,5:00 PM,Madhya Pradesh,-,-,127,76,1540
1176,21/04/20,5:00 PM,Maharashtra,-,-,572,232,4669
1177,21/04/20,5:00 PM,Manipur,-,-,2,0,2
1178,21/04/20,5:00 PM,Meghalaya,-,-,0,1,11
1179,21/04/20,5:00 PM,Mizoram,-,-,0,0,1
1180,21/04/20,5:00 PM,Nagaland,-,-,0,0,0
1181,21/04/20,5:00 PM,Odisha,-,-,24,1,74
1182,21/04/20,5:00 PM,Puducherry,-,-,3,0,7
1183,21/04/20,5:00 PM,Punjab,-,-,39,16,245
1184,21/04/20,5:00 PM,Rajasthan,-,-,205,25,1576
1185,21/04/20,5:00 PM,Tamil Nadu,-,-,457,17,1520
1186,21/04/20,5:00 PM,Telengana,-,-,190,23,919
1187,21/04/20,5:00 PM,Tripura,-,-,1,0,2
1188,21/04/20,5:00 PM,Uttarakhand,-,-,18,0,46
1189,21/04/20,5:00 PM,Uttar Pradesh,-,-,140,20,1294
1190,21/04/20,5:00 PM,West Bengal,-,-,73,12,392
1191,22/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,17
1192,22/04/20,5:00 PM,Andhra Pradesh,-,-,120,24,813
1193,22/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1194,22/04/20,5:00 PM,Assam,-,-,19,1,35
1195,22/04/20,5:00 PM,Bihar,-,-,46,2,126
1196,22/04/20,5:00 PM,Chandigarh,-,-,14,0,27
1197,22/04/20,5:00 PM,Chhattisgarh,-,-,26,0,36
1198,22/04/20,5:00 PM,Delhi,-,-,611,47,2156
1199,22/04/20,5:00 PM,Goa,-,-,7,0,7
1200,22/04/20,5:00 PM,Gujarat,-,-,144,95,2272
1201,22/04/20,5:00 PM,Haryana,-,-,127,3,254
1202,22/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1203,22/04/20,5:00 PM,Jammu and Kashmir,-,-,81,5,380
1204,22/04/20,5:00 PM,Jharkhand,-,-,0,3,45
1205,22/04/20,5:00 PM,Karnataka,-,-,129,17,425
1206,22/04/20,5:00 PM,Kerala,-,-,323,3,427
1207,22/04/20,5:00 PM,Ladakh,-,-,14,0,18
1208,22/04/20,5:00 PM,Madhya Pradesh,-,-,148,80,1592
1209,22/04/20,5:00 PM,Maharashtra,-,-,722,251,5221
1210,22/04/20,5:00 PM,Manipur,-,-,2,0,2
1211,22/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1212,22/04/20,5:00 PM,Mizoram,-,-,0,0,1
1213,22/04/20,5:00 PM,Odisha,-,-,30,1,82
1214,22/04/20,5:00 PM,Puducherry,-,-,3,0,7
1215,22/04/20,5:00 PM,Punjab,-,-,49,16,251
1216,22/04/20,5:00 PM,Rajasthan,-,-,230,25,1801
1217,22/04/20,5:00 PM,Tamil Nadu,-,-,635,18,1596
1218,22/04/20,5:00 PM,Telengana,-,-,194,23,945
1219,22/04/20,5:00 PM,Tripura,-,-,1,0,2
1220,22/04/20,5:00 PM,Uttarakhand,-,-,19,0,46
1221,22/04/20,5:00 PM,Uttar Pradesh,-,-,165,21,1412
1222,22/04/20,5:00 PM,West Bengal,-,-,73,15,423
1223,23/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,18
1224,23/04/20,5:00 PM,Andhra Pradesh,-,-,141,27,895
1225,23/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1226,23/04/20,5:00 PM,Assam,-,-,19,1,35
1227,23/04/20,5:00 PM,Bihar,-,-,46,2,148
1228,23/04/20,5:00 PM,Chandigarh,-,-,14,0,27
1229,23/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36
1230,23/04/20,5:00 PM,Delhi,-,-,724,48,2248
1231,23/04/20,5:00 PM,Goa,-,-,7,0,7
1232,23/04/20,5:00 PM,Gujarat,-,-,179,103,2407
1233,23/04/20,5:00 PM,Haryana,-,-,140,3,262
1234,23/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1235,23/04/20,5:00 PM,Jammu and Kashmir,-,-,92,5,407
1236,23/04/20,5:00 PM,Jharkhand,-,-,8,3,49
1237,23/04/20,5:00 PM,Karnataka,-,-,141,17,443
1238,23/04/20,5:00 PM,Kerala,-,-,324,3,438
1239,23/04/20,5:00 PM,Ladakh,-,-,14,0,18
1240,23/04/20,5:00 PM,Madhya Pradesh,-,-,148,81,1695
1241,23/04/20,5:00 PM,Maharashtra,-,-,789,269,5652
1242,23/04/20,5:00 PM,Manipur,-,-,2,0,2
1243,23/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1244,23/04/20,5:00 PM,Mizoram,-,-,0,0,1
1245,23/04/20,5:00 PM,Odisha,-,-,32,1,83
1246,23/04/20,5:00 PM,Puducherry,-,-,3,0,7
1247,23/04/20,5:00 PM,Punjab,-,-,65,16,277
1248,23/04/20,5:00 PM,Rajasthan,-,-,230,27,1890
1249,23/04/20,5:00 PM,Tamil Nadu,-,-,662,18,1629
1250,23/04/20,5:00 PM,Telengana,-,-,197,24,960
1251,23/04/20,5:00 PM,Tripura,-,-,1,0,2
1252,23/04/20,5:00 PM,Uttarakhand,-,-,23,0,46
1253,23/04/20,5:00 PM,Uttar Pradesh,-,-,187,21,1509
1254,23/04/20,5:00 PM,West Bengal,-,-,79,15,456
1255,24/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,22
1256,24/04/20,5:00 PM,Andhra Pradesh,-,-,145,29,955
1257,24/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1258,24/04/20,5:00 PM,Assam,-,-,19,1,36
1259,24/04/20,5:00 PM,Bihar,-,-,46,2,176
1260,24/04/20,5:00 PM,Chandigarh,-,-,14,0,27
1261,24/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36
1262,24/04/20,5:00 PM,Delhi,-,-,808,50,2376
1263,24/04/20,5:00 PM,Goa,-,-,7,0,7
1264,24/04/20,5:00 PM,Gujarat,-,-,258,112,2624
1265,24/04/20,5:00 PM,Haryana,-,-,156,3,272
1266,24/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1267,24/04/20,5:00 PM,Jammu and Kashmir,-,-,92,5,427
1268,24/04/20,5:00 PM,Jharkhand,-,-,8,3,55
1269,24/04/20,5:00 PM,Karnataka,-,-,150,18,463
1270,24/04/20,5:00 PM,Kerala,-,-,324,3,448
1271,24/04/20,5:00 PM,Ladakh,-,-,14,0,18
1272,24/04/20,5:00 PM,Madhya Pradesh,-,-,203,83,1852
1273,24/04/20,5:00 PM,Maharashtra,-,-,840,283,6430
1274,24/04/20,5:00 PM,Manipur,-,-,2,0,2
1275,24/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1276,24/04/20,5:00 PM,Mizoram,-,-,0,0,1
1277,24/04/20,5:00 PM,Odisha,-,-,33,1,90
1278,24/04/20,5:00 PM,Puducherry,-,-,3,0,7
1279,24/04/20,5:00 PM,Punjab,-,-,65,16,277
1280,24/04/20,5:00 PM,Rajasthan,-,-,230,27,1964
1281,24/04/20,5:00 PM,Tamil Nadu,-,-,752,20,1683
1282,24/04/20,5:00 PM,Telengana,-,-,253,26,984
1283,24/04/20,5:00 PM,Tripura,-,-,1,0,2
1284,24/04/20,5:00 PM,Uttarakhand,-,-,24,0,47
1285,24/04/20,5:00 PM,Uttar Pradesh,-,-,206,24,1604
1286,24/04/20,5:00 PM,West Bengal,-,-,103,15,514
1287,25/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,27
1288,25/04/20,5:00 PM,Andhra Pradesh,-,-,171,31,1061
1289,25/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1290,25/04/20,5:00 PM,Assam,-,-,19,1,36
1291,25/04/20,5:00 PM,Bihar,-,-,46,2,228
1292,25/04/20,5:00 PM,Chandigarh,-,-,15,0,28
1293,25/04/20,5:00 PM,Chhattisgarh,-,-,30,0,36
1294,25/04/20,5:00 PM,Delhi,-,-,857,53,2514
1295,25/04/20,5:00 PM,Goa,-,-,7,0,7
1296,25/04/20,5:00 PM,Gujarat,-,-,265,127,2815
1297,25/04/20,5:00 PM,Haryana,-,-,156,3,272
1298,25/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1299,25/04/20,5:00 PM,Jammu and Kashmir,-,-,109,5,454
1300,25/04/20,5:00 PM,Jharkhand,-,-,9,3,59
1301,25/04/20,5:00 PM,Karnataka,-,-,153,18,489
1302,25/04/20,5:00 PM,Kerala,-,-,331,4,451
1303,25/04/20,5:00 PM,Ladakh,-,-,14,0,20
1304,25/04/20,5:00 PM,Madhya Pradesh,-,-,210,92,1952
1305,25/04/20,5:00 PM,Maharashtra,-,-,957,301,6817
1306,25/04/20,5:00 PM,Manipur,-,-,2,0,2
1307,25/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1308,25/04/20,5:00 PM,Mizoram,-,-,0,0,1
1309,25/04/20,5:00 PM,Odisha,-,-,33,1,94
1310,25/04/20,5:00 PM,Puducherry,-,-,3,0,7
1311,25/04/20,5:00 PM,Punjab,-,-,67,17,298
1312,25/04/20,5:00 PM,Rajasthan,-,-,230,27,2034
1313,25/04/20,5:00 PM,Tamil Nadu,-,-,866,22,1755
1314,25/04/20,5:00 PM,Telengana,-,-,253,26,984
1315,25/04/20,5:00 PM,Tripura,-,-,1,0,2
1316,25/04/20,5:00 PM,Uttarakhand,-,-,25,0,48
1317,25/04/20,5:00 PM,Uttar Pradesh,-,-,248,26,1778
1318,25/04/20,5:00 PM,West Bengal,-,-,103,18,571
1319,26/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1320,26/04/20,5:00 PM,Andhra Pradesh,-,-,231,31,1097
1321,26/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1322,26/04/20,5:00 PM,Assam,-,-,19,1,36
1323,26/04/20,5:00 PM,Bihar,-,-,46,2,251
1324,26/04/20,5:00 PM,Chandigarh,-,-,17,0,30
1325,26/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37
1326,26/04/20,5:00 PM,Delhi,-,-,869,54,2625
1327,26/04/20,5:00 PM,Goa,-,-,7,0,7
1328,26/04/20,5:00 PM,Gujarat,-,-,282,133,3071
1329,26/04/20,5:00 PM,Haryana,-,-,176,3,289
1330,26/04/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
1331,26/04/20,5:00 PM,Jammu and Kashmir,-,-,112,6,494
1332,26/04/20,5:00 PM,Jharkhand,-,-,13,3,67
1333,26/04/20,5:00 PM,Karnataka,-,-,177,18,501
1334,26/04/20,5:00 PM,Kerala,-,-,338,4,458
1335,26/04/20,5:00 PM,Ladakh,-,-,14,0,20
1336,26/04/20,5:00 PM,Madhya Pradesh,-,-,210,99,2096
1337,26/04/20,5:00 PM,Maharashtra,-,-,1076,323,7628
1338,26/04/20,5:00 PM,Manipur,-,-,2,0,2
1339,26/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1340,26/04/20,5:00 PM,Mizoram,-,-,0,0,1
1341,26/04/20,5:00 PM,Odisha,-,-,34,1,103
1342,26/04/20,5:00 PM,Puducherry,-,-,3,0,7
1343,26/04/20,5:00 PM,Punjab,-,-,67,17,298
1344,26/04/20,5:00 PM,Rajasthan,-,-,493,33,2083
1345,26/04/20,5:00 PM,Tamil Nadu,-,-,960,23,1821
1346,26/04/20,5:00 PM,Telengana,-,-,280,26,991
1347,26/04/20,5:00 PM,Tripura,-,-,2,0,2
1348,26/04/20,5:00 PM,Uttarakhand,-,-,26,0,50
1349,26/04/20,5:00 PM,Uttar Pradesh,-,-,289,29,1843
1350,26/04/20,5:00 PM,West Bengal,-,-,105,18,611
1351,27/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1352,27/04/20,5:00 PM,Andhra Pradesh,-,-,235,31,1177
1353,27/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1354,27/04/20,5:00 PM,Assam,-,-,27,1,36
1355,27/04/20,5:00 PM,Bihar,-,-,56,2,277
1356,27/04/20,5:00 PM,Chandigarh,-,-,17,0,30
1357,27/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37
1358,27/04/20,5:00 PM,Delhi,-,-,877,54,2918
1359,27/04/20,5:00 PM,Goa,-,-,7,0,7
1360,27/04/20,5:00 PM,Gujarat,-,-,313,151,3301
1361,27/04/20,5:00 PM,Haryana,-,-,176,3,289
1362,27/04/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
1363,27/04/20,5:00 PM,Jammu and Kashmir,-,-,137,6,523
1364,27/04/20,5:00 PM,Jharkhand,-,-,13,3,82
1365,27/04/20,5:00 PM,Karnataka,-,-,188,20,511
1366,27/04/20,5:00 PM,Kerala,-,-,342,4,469
1367,27/04/20,5:00 PM,Ladakh,-,-,14,0,20
1368,27/04/20,5:00 PM,Madhya Pradesh,-,-,302,106,2168
1369,27/04/20,5:00 PM,Maharashtra,-,-,1188,342,8068
1370,27/04/20,5:00 PM,Manipur,-,-,2,0,2
1371,27/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1372,27/04/20,5:00 PM,Mizoram,-,-,0,0,1
1373,27/04/20,5:00 PM,Odisha,-,-,35,1,108
1374,27/04/20,5:00 PM,Puducherry,-,-,3,0,8
1375,27/04/20,5:00 PM,Punjab,-,-,71,18,313
1376,27/04/20,5:00 PM,Rajasthan,-,-,518,41,2185
1377,27/04/20,5:00 PM,Tamil Nadu,-,-,1020,24,1885
1378,27/04/20,5:00 PM,Telengana,-,-,280,26,1002
1379,27/04/20,5:00 PM,Tripura,-,-,2,0,2
1380,27/04/20,5:00 PM,Uttarakhand,-,-,33,0,51
1381,27/04/20,5:00 PM,Uttar Pradesh,-,-,335,31,1955
1382,27/04/20,5:00 PM,West Bengal,-,-,105,20,649
1383,28/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
1384,28/04/20,5:00 PM,Andhra Pradesh,-,-,258,31,1259
1385,28/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1386,28/04/20,5:00 PM,Assam,-,-,27,1,38
1387,28/04/20,5:00 PM,Bihar,-,-,57,2,346
1388,28/04/20,5:00 PM,Chandigarh,-,-,17,0,40
1389,28/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37
1390,28/04/20,5:00 PM,Delhi,-,-,877,54,3108
1391,28/04/20,5:00 PM,Goa,-,-,7,0,7
1392,28/04/20,5:00 PM,Gujarat,-,-,394,162,3548
1393,28/04/20,5:00 PM,Haryana,-,-,183,3,296
1394,28/04/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
1395,28/04/20,5:00 PM,Jammu and Kashmir,-,-,164,7,546
1396,28/04/20,5:00 PM,Jharkhand,-,-,17,3,103
1397,28/04/20,5:00 PM,Karnataka,-,-,198,20,520
1398,28/04/20,5:00 PM,Kerala,-,-,355,4,482
1399,28/04/20,5:00 PM,Ladakh,-,-,16,0,22
1400,28/04/20,5:00 PM,Madhya Pradesh,-,-,361,113,2368
1401,28/04/20,5:00 PM,Maharashtra,-,-,1282,369,8590
1402,28/04/20,5:00 PM,Manipur,-,-,2,0,2
1403,28/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1404,28/04/20,5:00 PM,Mizoram,-,-,0,0,1
1405,28/04/20,5:00 PM,Odisha,-,-,37,1,118
1406,28/04/20,5:00 PM,Puducherry,-,-,3,0,8
1407,28/04/20,5:00 PM,Punjab,-,-,71,18,313
1408,28/04/20,5:00 PM,Rajasthan,-,-,669,46,2262
1409,28/04/20,5:00 PM,Tamil Nadu,-,-,1101,24,1937
1410,28/04/20,5:00 PM,Telengana,-,-,321,26,1004
1411,28/04/20,5:00 PM,Tripura,-,-,2,0,2
1412,28/04/20,5:00 PM,Uttarakhand,-,-,33,0,51
1413,28/04/20,5:00 PM,Uttar Pradesh,-,-,400,31,2043
1414,28/04/20,5:00 PM,West Bengal,-,-,109,20,697
1415,29/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
1416,29/04/20,5:00 PM,Andhra Pradesh,-,-,287,31,1332
1417,29/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1418,29/04/20,5:00 PM,Assam,-,-,27,1,38
1419,29/04/20,5:00 PM,Bihar,-,-,64,2,383
1420,29/04/20,5:00 PM,Chandigarh,-,-,17,0,56
1421,29/04/20,5:00 PM,Chhattisgarh,-,-,34,0,38
1422,29/04/20,5:00 PM,Delhi,-,-,1078,54,3314
1423,29/04/20,5:00 PM,Goa,-,-,7,0,7
1424,29/04/20,5:00 PM,Gujarat,-,-,434,181,3774
1425,29/04/20,5:00 PM,Haryana,-,-,209,3,310
1426,29/04/20,5:00 PM,Himachal Pradesh,-,-,25,1,40
1427,29/04/20,5:00 PM,Jammu and Kashmir,-,-,176,8,565
1428,29/04/20,5:00 PM,Jharkhand,-,-,19,3,105
1429,29/04/20,5:00 PM,Karnataka,-,-,215,20,532
1430,29/04/20,5:00 PM,Kerala,-,-,359,4,486
1431,29/04/20,5:00 PM,Ladakh,-,-,16,0,22
1432,29/04/20,5:00 PM,Madhya Pradesh,-,-,377,119,2561
1433,29/04/20,5:00 PM,Maharashtra,-,-,1388,400,9318
1434,29/04/20,5:00 PM,Manipur,-,-,2,0,2
1435,29/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1436,29/04/20,5:00 PM,Mizoram,-,-,0,0,1
1437,29/04/20,5:00 PM,Odisha,-,-,38,1,119
1438,29/04/20,5:00 PM,Puducherry,-,-,3,0,8
1439,29/04/20,5:00 PM,Punjab,-,-,71,19,322
1440,29/04/20,5:00 PM,Rajasthan,-,-,768,51,2364
1441,29/04/20,5:00 PM,Tamil Nadu,-,-,1168,25,2058
1442,29/04/20,5:00 PM,Telengana,-,-,367,26,1012
1443,29/04/20,5:00 PM,Tripura,-,-,2,0,2
1444,29/04/20,5:00 PM,Uttarakhand,-,-,34,0,54
1445,29/04/20,5:00 PM,Uttar Pradesh,-,-,477,36,2115
1446,29/04/20,5:00 PM,West Bengal,-,-,119,22,725
1447,30/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
1448,30/04/20,5:00 PM,Andhra Pradesh,-,-,321,31,1403
1449,30/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1450,30/04/20,5:00 PM,Assam,-,-,29,1,42
1451,30/04/20,5:00 PM,Bihar,-,-,65,2,403
1452,30/04/20,5:00 PM,Chandigarh,-,-,17,0,56
1453,30/04/20,5:00 PM,Chhattisgarh,-,-,36,0,38
1454,30/04/20,5:00 PM,Delhi,-,-,1092,56,3439
1455,30/04/20,5:00 PM,Goa,-,-,7,0,7
1456,30/04/20,5:00 PM,Gujarat,-,-,527,197,4082
1457,30/04/20,5:00 PM,Haryana,-,-,209,3,310
1458,30/04/20,5:00 PM,Himachal Pradesh,-,-,25,1,40
1459,30/04/20,5:00 PM,Jammu and Kashmir,-,-,192,8,581
1460,30/04/20,5:00 PM,Jharkhand,-,-,19,3,107
1461,30/04/20,5:00 PM,Karnataka,-,-,223,21,557
1462,30/04/20,5:00 PM,Kerala,-,-,369,4,496
1463,30/04/20,5:00 PM,Ladakh,-,-,16,0,22
1464,30/04/20,5:00 PM,Madhya Pradesh,-,-,461,130,2660
1465,30/04/20,5:00 PM,Maharashtra,-,-,1593,432,9915
1466,30/04/20,5:00 PM,Manipur,-,-,2,0,2
1467,30/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1468,30/04/20,5:00 PM,Mizoram,-,-,0,0,1
1469,30/04/20,5:00 PM,Odisha,-,-,39,1,128
1470,30/04/20,5:00 PM,Puducherry,-,-,5,0,8
1471,30/04/20,5:00 PM,Punjab,-,-,90,19,357
1472,30/04/20,5:00 PM,Rajasthan,-,-,768,51,2438
1473,30/04/20,5:00 PM,Tamil Nadu,-,-,1210,27,2162
1474,30/04/20,5:00 PM,Telengana,-,-,367,26,1012
1475,30/04/20,5:00 PM,Tripura,-,-,2,0,2
1476,30/04/20,5:00 PM,Uttarakhand,-,-,36,0,55
1477,30/04/20,5:00 PM,Uttar Pradesh,-,-,513,39,2203
1478,30/04/20,5:00 PM,West Bengal,-,-,124,22,758
1479,01/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1480,01/05/20,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1481,01/05/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1482,01/05/20,5:00 PM,Assam,-,-,29,1,42
1483,01/05/20,5:00 PM,Bihar,-,-,82,2,426
1484,01/05/20,5:00 PM,Chandigarh,-,-,17,0,56
1485,01/05/20,5:00 PM,Chhattisgarh,-,-,36,0,40
1486,01/05/20,5:00 PM,Delhi,-,-,1094,59,3515
1487,01/05/20,5:00 PM,Goa,-,-,7,0,7
1488,01/05/20,5:00 PM,Gujarat,-,-,613,214,4395
1489,01/05/20,5:00 PM,Haryana,-,-,209,3,313
1490,01/05/20,5:00 PM,Himachal Pradesh,-,-,28,1,40
1491,01/05/20,5:00 PM,Jammu and Kashmir,-,-,216,8,614
1492,01/05/20,5:00 PM,Jharkhand,-,-,20,3,111
1493,01/05/20,5:00 PM,Karnataka,-,-,235,22,576
1494,01/05/20,5:00 PM,Kerala,-,-,383,4,497
1495,01/05/20,5:00 PM,Ladakh,-,-,16,0,22
1496,01/05/20,5:00 PM,Madhya Pradesh,-,-,482,137,2719
1497,01/05/20,5:00 PM,Maharashtra,-,-,1773,459,10498
1498,01/05/20,5:00 PM,Manipur,-,-,2,0,2
1499,01/05/20,5:00 PM,Meghalaya,-,-,0,1,12
1500,01/05/20,5:00 PM,Mizoram,-,-,0,0,1
1501,01/05/20,5:00 PM,Odisha,-,-,41,1,143
1502,01/05/20,5:00 PM,Puducherry,-,-,5,0,8
1503,01/05/20,5:00 PM,Punjab,-,-,90,19,357
1504,01/05/20,5:00 PM,Rajasthan,-,-,836,58,2584
1505,01/05/20,5:00 PM,Tamil Nadu,-,-,1258,27,2323
1506,01/05/20,5:00 PM,Telengana,-,-,441,26,1039
1507,01/05/20,5:00 PM,Tripura,-,-,2,0,2
1508,01/05/20,5:00 PM,Uttarakhand,-,-,36,0,57
1509,01/05/20,5:00 PM,Uttar Pradesh,-,-,555,41,2281
1510,01/05/20,5:00 PM,West Bengal,-,-,139,33,795
1511,02/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33
1512,02/05/20,5:00 PM,Andhra Pradesh,-,-,403,33,1463
1513,02/05/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1514,02/05/20,5:00 PM,Assam,-,-,32,1,43
1515,02/05/20,5:00 PM,Bihar,-,-,98,3,471
1516,02/05/20,5:00 PM,Chandigarh,-,-,17,0,88
1517,02/05/20,5:00 PM,Chhattisgarh,-,-,36,0,43
1518,02/05/20,5:00 PM,Delhi,-,-,1167,61,3738
1519,02/05/20,5:00 PM,Goa,-,-,7,0,7
1520,02/05/20,5:00 PM,Gujarat,-,-,735,236,4721
1521,02/05/20,5:00 PM,Haryana,-,-,227,4,360
1522,02/05/20,5:00 PM,Himachal Pradesh,-,-,30,1,40
1523,02/05/20,5:00 PM,Jammu and Kashmir,-,-,247,8,639
1524,02/05/20,5:00 PM,Jharkhand,-,-,20,3,111
1525,02/05/20,5:00 PM,Karnataka,-,-,251,22,589
1526,02/05/20,5:00 PM,Kerala,-,-,392,4,497
1527,02/05/20,5:00 PM,Ladakh,-,-,17,0,22
1528,02/05/20,5:00 PM,Madhya Pradesh,-,-,524,145,2719
1529,02/05/20,5:00 PM,Maharashtra,-,-,1879,485,11506
1530,02/05/20,5:00 PM,Manipur,-,-,2,0,2
1531,02/05/20,5:00 PM,Meghalaya,-,-,0,1,12
1532,02/05/20,5:00 PM,Mizoram,-,-,0,0,1
1533,02/05/20,5:00 PM,Odisha,-,-,55,1,149
1534,02/05/20,5:00 PM,Puducherry,-,-,5,0,8
1535,02/05/20,5:00 PM,Punjab,-,-,90,19,480
1536,02/05/20,5:00 PM,Rajasthan,-,-,1116,62,2666
1537,02/05/20,5:00 PM,Tamil Nadu,-,-,1312,28,2526
1538,02/05/20,5:00 PM,Telengana,-,-,441,26,1039
1539,02/05/20,5:00 PM,Tripura,-,-,2,0,2
1540,02/05/20,5:00 PM,Uttarakhand,-,-,36,0,58
1541,02/05/20,5:00 PM,Uttar Pradesh,-,-,654,42,2328
1542,02/05/20,5:00 PM,West Bengal,-,-,139,33,795
1543,03/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33
1544,03/05/20,5:00 PM,Andhra Pradesh,-,-,488,33,1583
1545,03/05/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1546,03/05/20,5:00 PM,Assam,-,-,32,1,43
1547,03/05/20,5:00 PM,Bihar,-,-,117,4,482
1548,03/05/20,5:00 PM,Chandigarh,-,-,19,0,94
1549,03/05/20,5:00 PM,Chhattisgarh,-,-,36,0,43
1550,03/05/20,5:00 PM,Delhi,-,-,1256,64,4122
1551,03/05/20,5:00 PM,Goa,-,-,7,0,7
1552,03/05/20,5:00 PM,Gujarat,-,-,896,262,5055
1553,03/05/20,5:00 PM,Haryana,-,-,227,4,394
1554,03/05/20,5:00 PM,Himachal Pradesh,-,-,33,1,40
1555,03/05/20,5:00 PM,Jammu and Kashmir,-,-,254,8,666
1556,03/05/20,5:00 PM,Jharkhand,-,-,22,3,115
1557,03/05/20,5:00 PM,Karnataka,-,-,282,25,606
1558,03/05/20,5:00 PM,Kerala,-,-,400,4,500
1559,03/05/20,5:00 PM,Ladakh,-,-,17,0,40
1560,03/05/20,5:00 PM,Madhya Pradesh,-,-,798,156,2846
1561,03/05/20,5:00 PM,Maharashtra,-,-,2000,521,12296
1562,03/05/20,5:00 PM,Manipur,-,-,2,0,2
1563,03/05/20,5:00 PM,Meghalaya,-,-,0,1,12
1564,03/05/20,5:00 PM,Mizoram,-,-,0,0,1
1565,03/05/20,5:00 PM,Odisha,-,-,56,1,160
1566,03/05/20,5:00 PM,Puducherry,-,-,5,0,8
1567,03/05/20,5:00 PM,Punjab,-,-,112,20,772
1568,03/05/20,5:00 PM,Rajasthan,-,-,1121,65,2772
1569,03/05/20,5:00 PM,Tamil Nadu,-,-,1341,29,2757
1570,03/05/20,5:00 PM,Telengana,-,-,458,28,1063
1571,03/05/20,5:00 PM,Tripura,-,-,2,0,4
1572,03/05/20,5:00 PM,Uttarakhand,-,-,39,0,59
1573,03/05/20,5:00 PM,Uttar Pradesh,-,-,698,43,2626
1574,03/05/20,5:00 PM,West Bengal,-,-,151,33,922
1575,04/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33
1576,04/05/20,5:00 PM,Andhra Pradesh,-,-,524,36,1650
1577,04/05/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1578,04/05/20,5:00 PM,Assam,-,-,32,1,43
